county,precinct,office,district,candidate,party,election_day,early_voting,av_counting_boards,votes
Lake,"Cherry Valley Township, Precinct 2",County Prosecuting Attorney,,Under Vote Count,,87,11,0,98
Lake,"Cherry Valley Township, Precinct 2",County Sheriff,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",County Sheriff,,Rich Martin,Republican,184,25,0,209
Lake,"Cherry Valley Township, Precinct 2",County Sheriff,,Joseph Umbreit,No Party Affiliation,48,5,0,53
Lake,"Cherry Valley Township, Precinct 2",County Sheriff,,Write-in,,2,0,0,2
Lake,"Cherry Valley Township, Precinct 2",County Sheriff,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",County Sheriff,,Under Vote Count,,21,2,0,23
Lake,"Cherry Valley Township, Precinct 2",County Clerk and Register of Deeds,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",County Clerk and Register of Deeds,,Patti Pacola,Republican,180,23,0,203
Lake,"Cherry Valley Township, Precinct 2",County Clerk and Register of Deeds,,Ryan Weston Ducati,No Party Affiliation,46,6,0,52
Lake,"Cherry Valley Township, Precinct 2",County Clerk and Register of Deeds,,Write-in,,2,0,0,2
Lake,"Cherry Valley Township, Precinct 2",County Clerk and Register of Deeds,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",County Clerk and Register of Deeds,,Under Vote Count,,27,3,0,30
Lake,"Cherry Valley Township, Precinct 2",County Treasurer,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",County Treasurer,,Kellie Allen,Republican,196,25,0,221
Lake,"Cherry Valley Township, Precinct 2",County Treasurer,,Write-in,,8,1,0,9
Lake,"Cherry Valley Township, Precinct 2",County Treasurer,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",County Treasurer,,Under Vote Count,,51,6,0,57
Lake,"Cherry Valley Township, Precinct 2",County Road Commissioner,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",County Road Commissioner,,Jim Fri,Democrat,80,8,0,88
Lake,"Cherry Valley Township, Precinct 2",County Road Commissioner,,Don Divis,Republican,165,24,0,189
Lake,"Cherry Valley Township, Precinct 2",County Road Commissioner,,Write-in,,1,0,0,1
Lake,"Cherry Valley Township, Precinct 2",County Road Commissioner,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",County Road Commissioner,,Under Vote Count,,9,0,0,9
Lake,"Cherry Valley Township, Precinct 2",County Surveyor,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",County Surveyor,,Patrick Johnson,Republican,193,24,0,217
Lake,"Cherry Valley Township, Precinct 2",County Surveyor,,Write-in,,5,0,0,5
Lake,"Cherry Valley Township, Precinct 2",County Surveyor,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",County Surveyor,,Under Vote Count,,57,8,0,65
Lake,"Cherry Valley Township, Precinct 2",County Commissioner 1st District,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",County Commissioner 1st District,,Bob Sanders,Republican,199,25,0,224
Lake,"Cherry Valley Township, Precinct 2",County Commissioner 1st District,,Write-in,,6,0,0,6
Lake,"Cherry Valley Township, Precinct 2",County Commissioner 1st District,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",County Commissioner 1st District,,Under Vote Count,,50,7,0,57
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Supervisor,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Supervisor,,Robert S. Shepler,Republican,200,25,0,225
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Supervisor,,Write-in,,6,0,0,6
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Supervisor,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Supervisor,,Under Vote Count,,49,7,0,56
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Clerk,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Clerk,,Debra Chromy-Smith,Democrat,161,14,0,175
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Clerk,,Write-in,,14,2,0,16
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Clerk,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Clerk,,Under Vote Count,,80,16,0,96
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Treasurer,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Treasurer,,Lori A. Jeffrey,Republican,206,26,0,232
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Treasurer,,Write-in,,5,0,0,5
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Treasurer,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Treasurer,,Under Vote Count,,44,6,0,50
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Trustee,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Trustee,,Connie D. Avery,Democrat,115,11,0,126
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Trustee,,Vicki Sherman,Republican,168,24,0,192
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Trustee,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",Cherry Valley Township Trustee,,Under Vote Count,,227,29,0,256
Lake,"Cherry Valley Township, Precinct 2",Justice of Supreme Court,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",Justice of Supreme Court,,Andrew Fink,,79,10,0,89
Lake,"Cherry Valley Township, Precinct 2",Justice of Supreme Court,,Kimberly Ann Thomas,,104,10,0,114
Lake,"Cherry Valley Township, Precinct 2",Justice of Supreme Court,,Write-in,,5,1,0,6
Lake,"Cherry Valley Township, Precinct 2",Justice of Supreme Court,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",Justice of Supreme Court,,Under Vote Count,,67,11,0,78
Lake,"Cherry Valley Township, Precinct 2",Justice of Supreme Court Partial Term,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",Justice of Supreme Court Partial Term,,Kyra Harris Bolden,,85,9,0,94
Lake,"Cherry Valley Township, Precinct 2",Justice of Supreme Court Partial Term,,Patrick William O'Grady,,106,15,0,121
Lake,"Cherry Valley Township, Precinct 2",Justice of Supreme Court Partial Term,,Write-in,,5,0,0,5
Lake,"Cherry Valley Township, Precinct 2",Justice of Supreme Court Partial Term,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",Justice of Supreme Court Partial Term,,Under Vote Count,,59,8,0,67
Lake,"Cherry Valley Township, Precinct 2",Judge of Court of Appeals 4th District 6 Year Term,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",Judge of Court of Appeals 4th District 6 Year Term,,Stephen L. Borrello,,146,15,0,161
Lake,"Cherry Valley Township, Precinct 2",Judge of Court of Appeals 4th District 6 Year Term,,Write-in,,10,1,0,11
Lake,"Cherry Valley Township, Precinct 2",Judge of Court of Appeals 4th District 6 Year Term,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",Judge of Court of Appeals 4th District 6 Year Term,,Under Vote Count,,99,16,0,115
Lake,"Cherry Valley Township, Precinct 2",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Allie Greenleaf Maldonado,,145,15,0,160
Lake,"Cherry Valley Township, Precinct 2",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Write-in,,12,1,0,13
Lake,"Cherry Valley Township, Precinct 2",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",Judge of Court of Appeals 4th District Partial Term Ending 01/01/2027,,Under Vote Count,,98,16,0,114
Lake,"Cherry Valley Township, Precinct 2",Judge of Probate Court,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",Judge of Probate Court,,Floyd Brown,,78,10,0,88
Lake,"Cherry Valley Township, Precinct 2",Judge of Probate Court,,David M. Glancy,,121,12,0,133
Lake,"Cherry Valley Township, Precinct 2",Judge of Probate Court,,Write-in,,7,1,0,8
Lake,"Cherry Valley Township, Precinct 2",Judge of Probate Court,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",Judge of Probate Court,,Under Vote Count,,49,9,0,58
Lake,"Cherry Valley Township, Precinct 2",Baldwin Community School District Board Member,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",Baldwin Community School District Board Member,,Katena Abraham,,94,11,0,105
Lake,"Cherry Valley Township, Precinct 2",Baldwin Community School District Board Member,,Marion Carter Jr.,,68,11,0,79
Lake,"Cherry Valley Township, Precinct 2",Baldwin Community School District Board Member,,Mary Ann Martin,,109,12,0,121
Lake,"Cherry Valley Township, Precinct 2",Baldwin Community School District Board Member,,David VanHorn,,87,13,0,100
Lake,"Cherry Valley Township, Precinct 2",Baldwin Community School District Board Member,,Write-in,,9,0,0,9
Lake,"Cherry Valley Township, Precinct 2",Baldwin Community School District Board Member,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",Baldwin Community School District Board Member,,Under Vote Count,,653,81,0,734
Lake,"Cherry Valley Township, Precinct 2",Baldwin Community School District Board Member - Partial Term,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",Baldwin Community School District Board Member - Partial Term,,Write-in,,30,4,0,34
Lake,"Cherry Valley Township, Precinct 2",Baldwin Community School District Board Member - Partial Term,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",Baldwin Community School District Board Member - Partial Term,,Under Vote Count,,225,28,0,253
Lake,"Cherry Valley Township, Precinct 2",Lake County Veterans Affairs Proposal,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",Lake County Veterans Affairs Proposal,,Yes,,173,26,0,199
Lake,"Cherry Valley Township, Precinct 2",Lake County Veterans Affairs Proposal,,No,,61,3,0,64
Lake,"Cherry Valley Township, Precinct 2",Lake County Veterans Affairs Proposal,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",Lake County Veterans Affairs Proposal,,Under Vote Count,,21,3,0,24
Lake,"Cherry Valley Township, Precinct 2",Lake County Emergency Medical Services Millage Proposal,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",Lake County Emergency Medical Services Millage Proposal,,Yes,,180,24,0,204
Lake,"Cherry Valley Township, Precinct 2",Lake County Emergency Medical Services Millage Proposal,,No,,58,5,0,63
Lake,"Cherry Valley Township, Precinct 2",Lake County Emergency Medical Services Millage Proposal,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",Lake County Emergency Medical Services Millage Proposal,,Under Vote Count,,17,3,0,20
Lake,"Cherry Valley Township, Precinct 2",Baldwin Community School Safety Bond Proposal,,Ballots Cast,,255,32,0,287
Lake,"Cherry Valley Township, Precinct 2",Baldwin Community School Safety Bond Proposal,,Yes,,111,16,0,127
Lake,"Cherry Valley Township, Precinct 2",Baldwin Community School Safety Bond Proposal,,No,,128,14,0,142
Lake,"Cherry Valley Township, Precinct 2",Baldwin Community School Safety Bond Proposal,,Over Vote Count,,0,0,0,0
Lake,"Cherry Valley Township, Precinct 2",Baldwin Community School Safety Bond Proposal,,Under Vote Count,,16,2,0,18
Lake,"Dover Township, Precinct 3",President,,Ballots Cast,,241,13,0,254
Lake,"Dover Township, Precinct 3",President,,Kamala D. Harris,Democrat,46,2,0,48
Lake,"Dover Township, Precinct 3",President,,Donald J. Trump,Republican,195,11,0,206
Lake,"Dover Township, Precinct 3",President,,Over Vote Count,,0,0,0,0
Lake,"Dover Township, Precinct 3",President,,Under Vote Count,,0,0,0,0
Lake,"Dover Township, Precinct 3",U.S. Senate,,Ballots Cast,,241,13,0,254
Lake,"Dover Township, Precinct 3",U.S. Senate,,Elissa Slotkin,Democrat,47,2,0,49
Lake,"Dover Township, Precinct 3",U.S. Senate,,Mike Rogers,Republican,188,11,0,199
Lake,"Dover Township, Precinct 3",U.S. Senate,,Joseph Solis-Mullen,Libertarian,4,0,0,4
Lake,"Dover Township, Precinct 3",U.S. Senate,,Doug Dern,Natural Law,1,0,0,1
Lake,"Dover Township, Precinct 3",U.S. Senate,,Over Vote Count,,0,0,0,0
Lake,"Dover Township, Precinct 3",U.S. Senate,,Under Vote Count,,1,0,0,1
Lake,"Dover Township, Precinct 3",U.S. House,2,Ballots Cast,,241,13,0,254
Lake,"Dover Township, Precinct 3",U.S. House,2,Michael Lynch,Democrat,41,2,0,43
Lake,"Dover Township, Precinct 3",U.S. House,2,John R. Moolenaar,Republican,186,10,0,196
Lake,"Dover Township, Precinct 3",U.S. House,2,Ben DeJong,Libertarian,6,0,0,6
Lake,"Dover Township, Precinct 3",U.S. House,2,Scott Adams,U.S. Taxpayers,2,0,0,2
Lake,"Dover Township, Precinct 3",U.S. House,2,Over Vote Count,,0,0,0,0
Lake,"Dover Township, Precinct 3",U.S. House,2,Under Vote Count,,6,1,0,7
Lake,"Dover Township, Precinct 3",State House,100,Ballots Cast,,241,13,0,254
Lake,"Dover Township, Precinct 3",State House,100,Tracy Ruell,Democrat,43,2,0,45
Lake,"Dover Township, Precinct 3",State House,100,Tom Kunse,Republican,190,10,0,200
Lake,"Dover Township, Precinct 3",State House,100,Write-in,,1,0,0,1
Lake,"Dover Township, Precinct 3",State House,100,Over Vote Count,,0,0,0,0
Lake,"Dover Township, Precinct 3",State House,100,Under Vote Count,,7,1,0,8
Lake,"Dover Township, Precinct 3",Member of the State Board of Education,,Ballots Cast,,241,13,0,254
Lake,"Dover Township, Precinct 3",Member of the State Board of Education,,Theodore Jones,Democrat,42,2,0,44
Lake,"Dover Township, Precinct 3",Member of the State Board of Education,,Adam Frederick Zemke,Democrat,38,2,0,40
Lake,"Dover Township, Precinct 3",Member of the State Board of Education,,Tom McMillin,Republican,168,10,0,178
Lake,"Dover Township, Precinct 3",Member of the State Board of Education,,Nikki Snyder,Republican,172,10,0,182
Lake,"Dover Township, Precinct 3",Member of the State Board of Education,,Scotty Boman,Libertarian,9,0,0,9
Lake,"Dover Township, Precinct 3",Member of the State Board of Education,,Ted Gerrard,U.S. Taxpayers,3,0,0,3
Lake,"Dover Township, Precinct 3",Member of the State Board of Education,,Mary Anne Hering,Working Class,1,0,0,1
Lake,"Dover Township, Precinct 3",Member of the State Board of Education,,Over Vote Count,,0,0,0,0
Lake,"Dover Township, Precinct 3",Member of the State Board of Education,,Under Vote Count,,49,2,0,51
Lake,"Dover Township, Precinct 3",Regent of the University of Michigan,,Ballots Cast,,241,13,0,254
Lake,"Dover Township, Precinct 3",Regent of the University of Michigan,,Denise Ilitch,Democrat,45,2,0,47
Lake,"Dover Township, Precinct 3",Regent of the University of Michigan,,Shauna Ryder Diggs,Democrat,41,2,0,43
Lake,"Dover Township, Precinct 3",Regent of the University of Michigan,,Carl Meyers,Republican,177,10,0,187
Lake,"Dover Township, Precinct 3",Regent of the University of Michigan,,Sevag Vartanian,Republican,157,9,0,166
Lake,"Dover Township, Precinct 3",Regent of the University of Michigan,,Andrew Chadderdon,Libertarian,7,1,0,8
Lake,"Dover Township, Precinct 3",Regent of the University of Michigan,,Donna M. Oetman,U.S. Taxpayers,1,0,0,1
Lake,"Dover Township, Precinct 3",Regent of the University of Michigan,,Over Vote Count,,0,0,0,0
Lake,"Dover Township, Precinct 3",Regent of the University of Michigan,,Under Vote Count,,54,2,0,56
Lake,"Dover Township, Precinct 3",Trustee of Michigan State University,,Ballots Cast,,241,13,0,254
Lake,"Dover Township, Precinct 3",Trustee of Michigan State University,,Rebecca Bahar-Cook,Democrat,43,2,0,45
Lake,"Dover Township, Precinct 3",Trustee of Michigan State University,,Thomas Stallworth III,Democrat,39,2,0,41
Lake,"Dover Township, Precinct 3",Trustee of Michigan State University,,Mike Balow,Republican,162,10,0,172
Lake,"Dover Township, Precinct 3",Trustee of Michigan State University,,Julie Maday,Republican,163,9,0,172
Lake,"Dover Township, Precinct 3",Trustee of Michigan State University,,Grant T. Baker,Libertarian,7,1,0,8
Lake,"Dover Township, Precinct 3",Trustee of Michigan State University,,Janet M. Sanger,U.S. Taxpayers,2,0,0,2
Lake,"Dover Township, Precinct 3",Trustee of Michigan State University,,John Paul Sanger,U.S. Taxpayers,3,0,0,3
Lake,"Dover Township, Precinct 3",Trustee of Michigan State University,,John Anthony La Pietra,Green,3,0,0,3
Lake,"Dover Township, Precinct 3",Trustee of Michigan State University,,Over Vote Count,,0,0,0,0
Lake,"Dover Township, Precinct 3",Trustee of Michigan State University,,Under Vote Count,,60,2,0,62
Lake,"Dover Township, Precinct 3",Governor of Wayne State University,,Ballots Cast,,241,13,0,254
Lake,"Dover Township, Precinct 3",Governor of Wayne State University,,Rasha Demashkieh,Democrat,38,2,0,40
Lake,"Dover Township, Precinct 3",Governor of Wayne State University,,Mark T. Gaffney,Democrat,40,2,0,42
Lake,"Dover Township, Precinct 3",Governor of Wayne State University,,Michael Busuito,Republican,168,10,0,178
Lake,"Dover Township, Precinct 3",Governor of Wayne State University,,Sunny Reddy,Republican,166,9,0,175
Lake,"Dover Township, Precinct 3",Governor of Wayne State University,,Farid Ishac,Libertarian,4,0,0,4
Lake,"Dover Township, Precinct 3",Governor of Wayne State University,,William Mohr II,U.S. Taxpayers,1,1,0,2
Lake,"Dover Township, Precinct 3",Governor of Wayne State University,,Sami Makhoul,Green,1,0,0,1
Lake,"Dover Township, Precinct 3",Governor of Wayne State University,,Suzanne Roehrig,Working Class,2,0,0,2
