county,precinct,office,district,candidate,party,election_day,absentee,early_voting,ev_local,ev_county,votes
Muskegon,Casnovia Township Precinct 1,Regent of the University of Michigan,,Carl Meyers,REP,976,0,97,0,97,1073
Muskegon,Casnovia Township Precinct 1,Regent of the University of Michigan,,Sevag Vartanian,REP,864,0,88,0,88,952
Muskegon,Casnovia Township Precinct 1,Regent of the University of Michigan,,Andrew Chadderdon,LIB,37,0,1,0,1,38
Muskegon,Casnovia Township Precinct 1,Regent of the University of Michigan,,Donna M. Oetman,UST,45,0,0,0,0,45
Muskegon,Casnovia Township Precinct 1,Regent of the University of Michigan,,Blank (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Regent of the University of Michigan,,Huwaida Arraf (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Regent of the University of Michigan,,Under Votes,,310,0,37,0,37,347
Muskegon,Casnovia Township Precinct 1,Regent of the University of Michigan,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Trustee of Michigan State University,,Rebecca Bahar-Cook,DEM,331,0,22,0,22,353
Muskegon,Casnovia Township Precinct 1,Trustee of Michigan State University,,Thomas Stallworth III,DEM,313,0,20,0,20,333
Muskegon,Casnovia Township Precinct 1,Trustee of Michigan State University,,Mike Balow,REP,936,0,96,0,96,1032
Muskegon,Casnovia Township Precinct 1,Trustee of Michigan State University,,Julie Maday,REP,906,0,92,0,92,998
Muskegon,Casnovia Township Precinct 1,Trustee of Michigan State University,,Grant T. Baker,LIB,37,0,1,0,1,38
Muskegon,Casnovia Township Precinct 1,Trustee of Michigan State University,,Janet M. Sanger,UST,24,0,1,0,1,25
Muskegon,Casnovia Township Precinct 1,Trustee of Michigan State University,,John Paul Sanger,UST,24,0,2,0,2,26
Muskegon,Casnovia Township Precinct 1,Trustee of Michigan State University,,John Anthony La Pietra,GRN,7,0,1,0,1,8
Muskegon,Casnovia Township Precinct 1,Trustee of Michigan State University,,Blank (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Trustee of Michigan State University,,Under Votes,,300,0,33,0,33,333
Muskegon,Casnovia Township Precinct 1,Trustee of Michigan State University,,Over Votes,,2,0,0,0,0,2
Muskegon,Casnovia Township Precinct 1,Governor of Wayne State University,,Rasha Demashkieh,DEM,304,0,21,0,21,325
Muskegon,Casnovia Township Precinct 1,Governor of Wayne State University,,Mark T. Gaffney,DEM,316,0,20,0,20,336
Muskegon,Casnovia Township Precinct 1,Governor of Wayne State University,,Michael Busuito,REP,910,0,94,0,94,1004
Muskegon,Casnovia Township Precinct 1,Governor of Wayne State University,,Sunny Reddy,REP,890,0,90,0,90,980
Muskegon,Casnovia Township Precinct 1,Governor of Wayne State University,,Farid Ishac,LIB,25,0,0,0,0,25
Muskegon,Casnovia Township Precinct 1,Governor of Wayne State University,,William Mohr II,UST,26,0,0,0,0,26
Muskegon,Casnovia Township Precinct 1,Governor of Wayne State University,,Sami Makhoul,GRN,5,0,1,0,1,6
Muskegon,Casnovia Township Precinct 1,Governor of Wayne State University,,Suzanne Roehrig,WC,41,0,2,0,2,43
Muskegon,Casnovia Township Precinct 1,Governor of Wayne State University,,Kathleen Oakford,NLP,17,0,0,0,0,17
Muskegon,Casnovia Township Precinct 1,Governor of Wayne State University,,Blank (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Governor of Wayne State University,,Under Votes,,344,0,40,0,40,384
Muskegon,Casnovia Township Precinct 1,Governor of Wayne State University,,Over Votes,,2,0,0,0,0,2
Muskegon,Casnovia Township Precinct 1,Prosecuting Attorney,,D. J. Hilson,DEM,593,0,44,0,44,637
Muskegon,Casnovia Township Precinct 1,Prosecuting Attorney,,Blank (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Prosecuting Attorney,,Under Votes,,847,0,90,0,90,937
Muskegon,Casnovia Township Precinct 1,Prosecuting Attorney,,Over Votes,,1,0,0,0,0,1
Muskegon,Casnovia Township Precinct 1,Sheriff,,Michael J. Poulin,DEM,400,0,26,0,26,426
Muskegon,Casnovia Township Precinct 1,Sheriff,,Max Riekse,REP,978,0,100,0,100,1078
Muskegon,Casnovia Township Precinct 1,Sheriff,,Blank (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Sheriff,,Under Votes,,63,0,8,0,8,71
Muskegon,Casnovia Township Precinct 1,Sheriff,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Clerk,,Karen D. Buie,DEM,352,0,25,0,25,377
Muskegon,Casnovia Township Precinct 1,Clerk,,Eric Rothoff,REP,1000,0,100,0,100,1100
Muskegon,Casnovia Township Precinct 1,Clerk,,Blank (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Clerk,,Under Votes,,89,0,9,0,9,98
Muskegon,Casnovia Township Precinct 1,Clerk,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Treasurer,,Tony Moulatsiotis,DEM,347,0,24,0,24,371
Muskegon,Casnovia Township Precinct 1,Treasurer,,Kent Boersema,REP,1017,0,98,0,98,1115
Muskegon,Casnovia Township Precinct 1,Treasurer,,Blank (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Treasurer,,Under Votes,,77,0,12,0,12,89
Muskegon,Casnovia Township Precinct 1,Treasurer,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Register of Deeds,,William Moulatsiotis,DEM,359,0,21,0,21,380
Muskegon,Casnovia Township Precinct 1,Register of Deeds,,Jason M. Hall,REP,998,0,97,0,97,1095
Muskegon,Casnovia Township Precinct 1,Register of Deeds,,Blank (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Register of Deeds,,Under Votes,,82,0,16,0,16,98
Muskegon,Casnovia Township Precinct 1,Register of Deeds,,Over Votes,,2,0,0,0,0,2
Muskegon,Casnovia Township Precinct 1,Water Resources Commissioner,,Stephanie Barrett,DEM,357,0,24,0,24,381
Muskegon,Casnovia Township Precinct 1,Water Resources Commissioner,,Zach Laring,REP,1010,0,97,0,97,1107
Muskegon,Casnovia Township Precinct 1,Water Resources Commissioner,,Blank (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Water Resources Commissioner,,Under Votes,,74,0,13,0,13,87
Muskegon,Casnovia Township Precinct 1,Water Resources Commissioner,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Surveyor,,Tim DeMumbrum,DEM,570,0,39,0,39,609
Muskegon,Casnovia Township Precinct 1,Surveyor,,Blank (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Surveyor,,Under Votes,,870,0,95,0,95,965
Muskegon,Casnovia Township Precinct 1,Surveyor,,Over Votes,,1,0,0,0,0,1
Muskegon,Casnovia Township Precinct 1,County Commissioner 2nd District,,Andy O'Riley,DEM,343,0,27,0,27,370
Muskegon,Casnovia Township Precinct 1,County Commissioner 2nd District,,J. Brett Herman,REP,1013,0,96,0,96,1109
Muskegon,Casnovia Township Precinct 1,County Commissioner 2nd District,,Under Votes,,83,0,11,0,11,94
Muskegon,Casnovia Township Precinct 1,County Commissioner 2nd District,,Over Votes,,2,0,0,0,0,2
Muskegon,Casnovia Township Precinct 1,Casnovia Township Supervisor,,Paul D. Black,REP,1071,0,101,0,101,1172
Muskegon,Casnovia Township Precinct 1,Casnovia Township Supervisor,,Under Votes,,370,0,32,0,32,402
Muskegon,Casnovia Township Precinct 1,Casnovia Township Supervisor,,Over Votes,,0,0,1,0,1,1
Muskegon,Casnovia Township Clerk,Casnovia Township Supervisor,,Carrie Marlatt,REP,1086,0,107,0,107,1193
Muskegon,Casnovia Township Clerk,Casnovia Township Supervisor,,Under Votes,,355,0,27,0,27,382
Muskegon,Casnovia Township Clerk,Casnovia Township Supervisor,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Casnovia Township Treasurer,,Penny Muma,REP,1089,0,107,0,107,1196
Muskegon,Casnovia Township Precinct 1,Casnovia Township Treasurer,,Under Votes,,352,0,27,0,27,379
Muskegon,Casnovia Township Precinct 1,Casnovia Township Treasurer,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Casnovia Township Trustee,,Jason Jorgensen,REP,1039,0,92,0,92,1131
Muskegon,Casnovia Township Precinct 1,Casnovia Township Trustee,,Todd Willick,REP,1024,0,99,0,99,1123
Muskegon,Casnovia Township Precinct 1,Casnovia Township Trustee,,Under Votes,,819,0,77,0,77,896
Muskegon,Casnovia Township Precinct 1,Casnovia Township Trustee,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Justice of Supreme Court 8 Year Term,,Andrew Fink,,588,0,64,0,64,652
Muskegon,Casnovia Township Precinct 1,Justice of Supreme Court 8 Year Term,,Kimberly Ann Thomas,,436,0,32,0,32,468
Muskegon,Casnovia Township Precinct 1,Justice of Supreme Court 8 Year Term,,Blank (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Justice of Supreme Court 8 Year Term,,Under Votes,,417,0,38,0,38,455
Muskegon,Casnovia Township Precinct 1,Justice of Supreme Court 8 Year Term,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Kyra Harris Bolden,,408,0,34,0,34,442
Muskegon,Casnovia Township Precinct 1,Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Patrick William O'Grady,,599,0,62,0,62,661
Muskegon,Casnovia Township Precinct 1,Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Blank (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Under Votes,,432,0,38,0,38,470
Muskegon,Casnovia Township Precinct 1,Justice of Supreme Court Incumbent Position Term Ending 01/01/2029,,Over Votes,,2,0,0,0,0,2
Muskegon,Casnovia Township Precinct 1,Judge of Court of Appeals 3rd District Incumbent Position,,Philip P. Mariani,,546,0,48,0,48,594
Muskegon,Casnovia Township Precinct 1,Judge of Court of Appeals 3rd District Incumbent Position,,Christopher P. Yates,,638,0,57,0,57,695
Muskegon,Casnovia Township Precinct 1,Judge of Court of Appeals 3rd District Incumbent Position,,Blank (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Judge of Court of Appeals 3rd District Incumbent Position,,Under Votes,,1698,0,163,0,163,1861
Muskegon,Casnovia Township Precinct 1,Judge of Court of Appeals 3rd District Incumbent Position,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Judge of Circuit Court 14th Circuit Incumbent Position,,Annette R. Smedley,,726,0,64,0,64,790
Muskegon,Casnovia Township Precinct 1,Judge of Circuit Court 14th Circuit Incumbent Position,,Blank (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Judge of Circuit Court 14th Circuit Incumbent Position,,Under Votes,,714,0,70,0,70,784
Muskegon,Casnovia Township Precinct 1,Judge of Circuit Court 14th Circuit Incumbent Position,,Over Votes,,1,0,0,0,0,1
Muskegon,Casnovia Township Precinct 1,Judge of Probate Court Incumbent Position,,Gregory C. Pittman,,513,0,51,0,51,564
Muskegon,Casnovia Township Precinct 1,Judge of Probate Court Incumbent Position,,Kendrah Robinson,,351,0,25,0,25,376
Muskegon,Casnovia Township Precinct 1,Judge of Probate Court Incumbent Position,,Blank (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Judge of Probate Court Incumbent Position,,Under Votes,,575,0,58,0,58,633
Muskegon,Casnovia Township Precinct 1,Judge of Probate Court Incumbent Position,,Over Votes,,2,0,0,0,0,2
Muskegon,Casnovia Township Precinct 1,Judge of District Court 60th District Incumbent Position,,Raymond J. Kostrzewa,,726,0,64,0,64,790
Muskegon,Casnovia Township Precinct 1,Judge of District Court 60th District Incumbent Position,,Blank (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Judge of District Court 60th District Incumbent Position,,Under Votes,,715,0,70,0,70,785
Muskegon,Casnovia Township Precinct 1,Judge of District Court 60th District Incumbent Position,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Board of Trustees Member Muskegon Community College,,Donald Crandall,,709,0,64,0,64,773
Muskegon,Casnovia Township Precinct 1,Board of Trustees Member Muskegon Community College,,Asaline Scott (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Board of Trustees Member Muskegon Community College,,Blank (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Board of Trustees Member Muskegon Community College,,Jeffrey Lee Zabrocki (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Board of Trustees Member Muskegon Community College,,Kara Olson (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Board of Trustees Member Muskegon Community College,,Neal Alan Barncard (W),,5,0,2,0,2,7
Muskegon,Casnovia Township Precinct 1,Board of Trustees Member Muskegon Community College,,Under Votes,,2168,0,202,0,202,2370
Muskegon,Casnovia Township Precinct 1,Board of Trustees Member Muskegon Community College,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,President Village of Casnovia,,Consuelo Rose Morris,,40,0,2,0,2,42
Muskegon,Casnovia Township Precinct 1,President Village of Casnovia,,Under Votes,,28,0,2,0,2,30
Muskegon,Casnovia Township Precinct 1,President Village of Casnovia,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Trustee Village of Casnovia,,Kathleen S. Kahrs,,36,0,1,0,1,37
Muskegon,Casnovia Township Precinct 1,Trustee Village of Casnovia,,Jerry A. Palinski,,40,0,1,0,1,41
Muskegon,Casnovia Township Precinct 1,Trustee Village of Casnovia,,Under Votes,,60,0,6,0,6,66
Muskegon,Casnovia Township Precinct 1,Trustee Village of Casnovia,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Board Member Grant Public Schools,,Rachal Gort,,341,0,32,0,32,373
Muskegon,Casnovia Township Precinct 1,Board Member Grant Public Schools,,Jim Renney,,205,0,17,0,17,222
Muskegon,Casnovia Township Precinct 1,Board Member Grant Public Schools,,Ken Thorne,,313,0,21,0,21,334
Muskegon,Casnovia Township Precinct 1,Board Member Grant Public Schools,,Under Votes,,629,0,60,0,60,689
Muskegon,Casnovia Township Precinct 1,Board Member Grant Public Schools,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Board Member Grant Public Schools Term Ending 12/31/2028,,Rick Fish,,456,0,38,0,38,494
Muskegon,Casnovia Township Precinct 1,Board Member Grant Public Schools Term Ending 12/31/2028,,Under Votes,,287,0,27,0,27,314
Muskegon,Casnovia Township Precinct 1,Board Member Grant Public Schools Term Ending 12/31/2028,,Over Votes,,1,0,0,0,0,1
Muskegon,Casnovia Township Precinct 1,Board Member Grant Public Schools Partial Term Ending 12/31/2026,,Lindsay Mahlich,,216,0,17,0,17,233
Muskegon,Casnovia Township Precinct 1,Board Member Grant Public Schools Partial Term Ending 12/31/2026,,Jason McKinley,,392,0,30,0,30,422
Muskegon,Casnovia Township Precinct 1,Board Member Grant Public Schools Partial Term Ending 12/31/2026,,Richard Vance,,276,0,26,0,26,302
Muskegon,Casnovia Township Precinct 1,Board Member Grant Public Schools Partial Term Ending 12/31/2026,,Brett Lewis Holleman (W),,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Board Member Grant Public Schools Partial Term Ending 12/31/2026,,Under Votes,,604,0,57,0,57,661
Muskegon,Casnovia Township Precinct 1,Board Member Grant Public Schools Partial Term Ending 12/31/2026,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Board Member Kent City Community Schools,,Bruce Hawley,,334,0,38,0,38,372
Muskegon,Casnovia Township Precinct 1,Board Member Kent City Community Schools,,Derik Miller,,271,0,31,0,31,302
Muskegon,Casnovia Township Precinct 1,Board Member Kent City Community Schools,,Under Votes,,663,0,55,0,55,718
Muskegon,Casnovia Township Precinct 1,Board Member Kent City Community Schools,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Board Member Ravenna Public Schools,,Robert Becklin,,21,0,4,0,4,25
Muskegon,Casnovia Township Precinct 1,Board Member Ravenna Public Schools,,Roy James Bronnekant,,2,0,1,0,1,3
Muskegon,Casnovia Township Precinct 1,Board Member Ravenna Public Schools,,Brent Chalko,,8,0,1,0,1,9
Muskegon,Casnovia Township Precinct 1,Board Member Ravenna Public Schools,,Becki Deater,,25,0,2,0,2,27
Muskegon,Casnovia Township Precinct 1,Board Member Ravenna Public Schools,,Mark Jacobs,,18,0,1,0,1,19
Muskegon,Casnovia Township Precinct 1,Board Member Ravenna Public Schools,,Cory J. Kraai,,8,0,0,0,0,8
Muskegon,Casnovia Township Precinct 1,Board Member Ravenna Public Schools,,Thadius Roderick,,6,0,0,0,0,6
Muskegon,Casnovia Township Precinct 1,Board Member Ravenna Public Schools,,Michael R. Scholten,,7,0,1,0,1,8
Muskegon,Casnovia Township Precinct 1,Board Member Ravenna Public Schools,,Jon Swenor,,15,0,2,0,2,17
Muskegon,Casnovia Township Precinct 1,Board Member Ravenna Public Schools,,Under Votes,,79,0,9,0,9,88
Muskegon,Casnovia Township Precinct 1,Board Member Ravenna Public Schools,,Over Votes,,0,0,0,0,0,0
Muskegon,Casnovia Township Precinct 1,Ravenna Public Schools Bond Proposal,,Yes,,31,0,1,0,1,32
Muskegon,Casnovia Township Precinct 1,Ravenna Public Schools Bond Proposal,,No,,26,0,4,0,4,30
Muskegon,Casnovia Township Precinct 1,Ravenna Public Schools Bond Proposal,,Under Votes,,6,0,2,0,2,8
Muskegon,Casnovia Township Precinct 1,Ravenna Public Schools Bond Proposal,,Over Votes,,0,0,0,0,0,0
Muskegon,Cedar Creek Township Precinct 1,Registered Voters,,,,,,,,,2033
Muskegon,Cedar Creek Township Precinct 1,Ballots Cast,,,,,,,,,3054
Muskegon,Cedar Creek Township Precinct 1,Straight Party,,Democratic Party,DEM,127,200,44,0,44,371
Muskegon,Cedar Creek Township Precinct 1,Straight Party,,Republican Party,REP,415,210,104,0,104,729
Muskegon,Cedar Creek Township Precinct 1,Straight Party,,Libertarian Party,LIB,6,1,0,0,0,7
Muskegon,Cedar Creek Township Precinct 1,Straight Party,,U.S. Taxpayers Party,UST,1,0,0,0,0,1
Muskegon,Cedar Creek Township Precinct 1,Straight Party,,Green Party,GRN,1,0,0,0,0,1
Muskegon,Cedar Creek Township Precinct 1,Straight Party,,Working Class Party,WC,7,3,1,0,1,11
Muskegon,Cedar Creek Township Precinct 1,Straight Party,,Natural Law Party,NLP,2,2,0,0,0,4
Muskegon,Cedar Creek Township Precinct 1,Straight Party,,Under Votes,,448,389,71,0,71,908
Muskegon,Cedar Creek Township Precinct 1,Straight Party,,Over Votes,,1,0,0,0,0,1
Muskegon,Cedar Creek Township Precinct 1,President,,Kamala D. Harris,DEM,239,370,59,0,59,668
Muskegon,Cedar Creek Township Precinct 1,President,,Donald J. Trump,REP,747,414,161,0,161,1322
Muskegon,Cedar Creek Township Precinct 1,President,,Chase Oliver,LIB,5,1,0,0,0,6
Muskegon,Cedar Creek Township Precinct 1,President,,Randall Terry,UST,2,3,0,0,0,5
Muskegon,Cedar Creek Township Precinct 1,President,,Jill Stein,GRN,1,2,0,0,0,3
Muskegon,Cedar Creek Township Precinct 1,President,,"Robert F. Kennedy, Jr.",NLP,8,7,0,0,0,15
Muskegon,Cedar Creek Township Precinct 1,President,,Joseph Kishore,NPA,0,0,0,0,0,0
Muskegon,Cedar Creek Township Precinct 1,President,,Cornel West,NPA,0,0,0,0,0,0
Muskegon,Cedar Creek Township Precinct 1,President,,Blank (W),,0,0,0,0,0,0
Muskegon,Cedar Creek Township Precinct 1,President,,Cherunda Lynn Fox (W),,0,0,0,0,0,0
Muskegon,Cedar Creek Township Precinct 1,President,,Claudia De la Cruz (W),,0,0,0,0,0,0
Muskegon,Cedar Creek Township Precinct 1,President,,Jay J. Bowman (W),,0,0,0,0,0,0
Muskegon,Cedar Creek Township Precinct 1,President,,Peter Sonski (W),,0,0,0,0,0,0
Muskegon,Cedar Creek Township Precinct 1,President,,Under Votes,,6,6,0,0,0,12
Muskegon,Cedar Creek Township Precinct 1,President,,Over Votes,,0,2,0,0,0,2
Muskegon,Cedar Creek Township Precinct 1,U.S. Senate,,Elissa Slotkin,DEM,235,363,60,0,60,658
Muskegon,Cedar Creek Township Precinct 1,U.S. Senate,,Mike Rogers,REP,693,395,150,0,150,1238
Muskegon,Cedar Creek Township Precinct 1,U.S. Senate,,Joseph Solis-Mullen,LIB,18,8,1,0,1,27
Muskegon,Cedar Creek Township Precinct 1,U.S. Senate,,Dave Stein,UST,16,12,0,0,0,28
Muskegon,Cedar Creek Township Precinct 1,U.S. Senate,,Douglas P. Marsh,GRN,7,3,2,0,2,12
Muskegon,Cedar Creek Township Precinct 1,U.S. Senate,,Doug Dern,NLP,8,5,0,0,0,13
Muskegon,Cedar Creek Township Precinct 1,U.S. Senate,,Blank (W),,0,0,0,0,0,0
Muskegon,Cedar Creek Township Precinct 1,U.S. Senate,,James Chapman (W),,0,0,0,0,0,0
